1:[0.4444444444444444, 0.3333333333333333, 0.05555555555555555, 0.0, 0.16666666666666666]
2:[0.4444444444444444, 0.3333333333333333, 0.05555555555555555, 0.0, 0.16666666666666666]
3:[0.9090909090909091, 0.0, 0.09090909090909091, 0.0, 0.0]
4:[0.9090909090909091, 0.0, 0.09090909090909091, 0.0, 0.0]
5:[0.9090909090909091, 0.0, 0.09090909090909091, 0.0, 0.0]
6:[1.0, 0.0, 0.0, 0.0, 0.0]
7:[0.5714285714285714, 0.42857142857142855, 0.0, 0.0, 0.0]
8:[0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]
9:[0.25, 0.75, 0.0, 0.0, 0.0]
10:[0.25, 0.75, 0.0, 0.0, 0.0]
11:[0.25, 0.75, 0.0, 0.0, 0.0]
12:[0.0, 1.0, 0.0, 0.0, 0.0]
13:[0.0, 1.0, 0.0, 0.0, 0.0]
14:[0.2, 0.2, 0.2, 0.2, 0.2]
15:[0.2, 0.2, 0.2, 0.2, 0.2]
16:[0.2, 0.2, 0.2, 0.2, 0.2]
17:[0.2, 0.2, 0.2, 0.2, 0.2]
18:[0.2, 0.2, 0.2, 0.2, 0.2]
19:[0.2, 0.2, 0.2, 0.2, 0.2]
20:[0.2, 0.2, 0.2, 0.2, 0.2]
21:[0.2, 0.2, 0.2, 0.2, 0.2]
22:[0.2, 0.2, 0.2, 0.2, 0.2]
23:[0.2, 0.2, 0.2, 0.2, 0.2]
24:[0.2, 0.2, 0.2, 0.2, 0.2]
25:[0.2, 0.2, 0.2, 0.2, 0.2]
26:[0.2, 0.2, 0.2, 0.2, 0.2]
27:[0.2, 0.2, 0.2, 0.2, 0.2]
28:[0.2, 0.2, 0.2, 0.2, 0.2]
29:[0.2, 0.2, 0.2, 0.2, 0.2]
30:[0.2, 0.2, 0.2, 0.2, 0.2]
31:[0.2, 0.2, 0.2, 0.2, 0.2]
32:[0.2, 0.2, 0.2, 0.2, 0.2]
33:[0.2, 0.2, 0.2, 0.2, 0.2]
34:[0.2, 0.2, 0.2, 0.2, 0.2]
35:[0.2, 0.2, 0.2, 0.2, 0.2]
36:[0.2, 0.2, 0.2, 0.2, 0.2]
37:[0.2, 0.2, 0.2, 0.2, 0.2]
38:[0.2, 0.2, 0.2, 0.2, 0.2]
39:[0.2, 0.2, 0.2, 0.2, 0.2]
40:[0.2, 0.2, 0.2, 0.2, 0.2]
41:[0.2, 0.2, 0.2, 0.2, 0.2]
42:[0.2, 0.2, 0.2, 0.2, 0.2]
43:[0.2, 0.2, 0.2, 0.2, 0.2]
44:[0.2, 0.2, 0.2, 0.2, 0.2]
45:[0.2, 0.2, 0.2, 0.2, 0.2]
46:[0.2, 0.2, 0.2, 0.2, 0.2]
47:[0.2, 0.2, 0.2, 0.2, 0.2]
48:[0.2, 0.2, 0.2, 0.2, 0.2]
49:[0.2, 0.2, 0.2, 0.2, 0.2]
50:[0.2, 0.2, 0.2, 0.2, 0.2]
51:[0.2, 0.2, 0.2, 0.2, 0.2]
52:[0.2, 0.2, 0.2, 0.2, 0.2]
